,,,,,,,,,,,,,,,,,,,,AVG SCORE,-0.049703839,,
,,,,,,,,,,,,,,,,,,,,STNRD DEV,0.0502797,,
Week,die: (Alabama),police: (Alabama),gunshot: (Alabama),murder: (Alabama),negligence: (Alabama),power: (Alabama),school: (Alabama),setback: (Alabama),law: (Alabama),crime: (Alabama),business: (Alabama),economy: (Alabama),ethics: (Alabama),innovation: (Alabama),politician: (Alabama),progress: (Alabama),employment: (Alabama),success: (Alabama),trustworthy: (Alabama),work: (Alabama),TI SCORES,,
9/8/2013,18,27,1,6,0,20,79,0,10,2,79,11,9,2,0,3,14,6,0,74,-0.096952909,-0.939724579,0.176855251
9/15/2013,21,35,0,9,1,20,75,0,10,2,81,9,7,2,1,3,15,7,0,82,-0.089473684,-0.790972212,-0.242912466
9/22/2013,21,32,0,6,1,21,73,0,11,2,86,7,7,2,1,3,13,6,0,76,-0.092391304,-0.849000008,-0.634558231
9/29/2013,23,32,0,7,0,22,71,0,11,3,84,10,6,2,0,3,14,8,0,80,-0.10106383,-1.021485632,-0.900295608
10/6/2013,27,28,1,7,1,19,73,0,12,2,83,8,6,2,1,4,15,7,0,78,-0.090909091,-0.819520646,-0.870244625
10/13/2013,23,29,0,7,1,21,72,0,10,2,84,8,6,2,1,4,13,7,0,77,-0.100817439,-1.016585223,-0.926647877
10/20/2013,21,32,1,9,0,20,71,0,10,2,85,7,7,2,0,4,14,6,0,79,-0.102702703,-1.054080754,-0.977918064
10/27/2013,20,29,0,8,1,21,73,0,11,2,88,10,6,2,1,3,13,7,1,74,-0.108108108,-1.161587469,-1.012943523
11/3/2013,26,31,0,8,1,21,71,0,10,2,77,10,6,1,1,3,14,5,0,72,-0.052924791,-0.064060691,-0.824078534
11/10/2013,22,29,0,8,1,21,68,0,10,2,78,7,5,2,0,3,13,8,0,80,-0.098039216,-0.961329861,-0.810264694
11/17/2013,24,28,0,9,0,19,66,0,10,2,78,9,7,3,1,3,11,7,0,76,-0.104815864,-1.096108875,-0.820771724
11/24/2013,28,26,0,9,0,17,43,0,6,2,49,6,5,2,0,3,7,3,0,65,-0.033210332,0.328035106,-0.44836608
12/1/2013,36,29,0,9,0,20,60,0,10,2,67,9,5,2,1,3,12,6,0,75,-0.040462428,0.183800044,-0.386400896
12/8/2013,21,29,0,10,1,19,63,0,9,2,67,9,5,2,0,3,11,5,0,68,-0.049382716,0.006386727,-0.144471749
12/15/2013,27,28,0,8,0,20,54,0,8,2,58,4,2,1,0,3,11,4,0,69,-0.016722408,0.655959181,0.293545265
12/22/2013,22,31,0,7,0,17,26,0,6,1,52,3,1,1,0,3,7,3,0,71,-0.123505976,-1.4678317,-0.155421437
12/29/2013,23,30,0,11,1,20,41,0,8,2,60,6,1,1,1,3,10,4,0,70,-0.068493151,-0.373695785,-0.294795394
1/5/2014,25,29,0,8,0,20,79,0,10,2,70,6,4,1,2,4,13,5,0,81,-0.036211699,0.26834169,-0.229306653
1/12/2014,23,31,0,9,0,19,64,0,10,2,81,10,5,4,1,3,14,6,0,73,-0.109859155,-1.196413589,-0.692399846
1/19/2014,23,30,0,9,0,18,64,0,10,3,70,8,5,3,0,3,12,4,0,74,-0.06547619,-0.31369224,-0.403864981
1/26/2014,24,43,0,8,0,20,78,0,10,2,76,7,6,2,1,3,10,5,0,69,0.016483516,1.316383261,0.018654781
2/2/2014,26,31,0,8,0,21,61,0,11,2,79,11,6,2,1,4,14,6,0,76,-0.108635097,-1.172068625,-0.341447798
2/9/2014,24,30,0,9,0,22,73,0,10,2,80,7,4,1,1,3,12,6,0,71,-0.042253521,0.148177449,-0.005300039
2/16/2014,23,30,0,9,1,21,65,0,10,2,80,9,5,1,1,4,12,7,0,73,-0.087818697,-0.758056595,-0.116391128
2/23/2014,27,29,0,9,0,22,69,0,11,2,77,9,6,3,1,4,13,9,0,76,-0.079019074,-0.583043154,-0.591247731
3/2/2014,30,31,0,7,0,22,64,0,11,2,86,10,6,2,0,4,12,7,0,76,-0.097297297,-0.946574038,-0.534874084
3/9/2014,30,28,0,12,0,21,65,0,11,2,78,9,5,2,0,4,12,5,0,80,-0.071428571,-0.432077612,-0.67993785
3/16/2014,26,29,0,9,1,20,61,0,11,2,88,9,5,3,1,2,14,6,0,79,-0.131147541,-1.619812816,-0.895376905
3/23/2014,24,28,0,9,0,19,40,0,9,2,83,8,5,1,0,4,13,4,0,70,-0.178683386,-2.565240985,-1.390926363
3/30/2014,22,31,0,8,0,21,63,0,10,2,87,8,5,2,0,4,13,5,0,74,-0.115492958,-1.308462842,-1.481398564
4/6/2014,27,29,0,8,0,21,66,0,10,2,87,8,8,2,1,4,14,6,0,73,-0.109289617,-1.185086205,-1.669650712
4/13/2014,29,31,0,8,0,19,59,0,10,2,78,8,6,1,1,4,13,5,0,77,-0.0997151,-0.994661087,-1.51336278
4/20/2014,26,31,0,9,0,21,61,0,10,2,77,7,5,3,0,6,13,5,0,76,-0.090909091,-0.819520646,-1.076932695
4/27/2014,23,30,0,6,0,21,75,0,10,2,76,8,6,1,0,3,12,6,0,72,-0.048433048,0.025274422,-0.743498379
5/4/2014,26,31,0,9,0,20,65,0,10,2,77,9,5,2,1,3,13,5,0,70,-0.063218391,-0.268787444,-0.514423689
5/11/2014,24,36,0,10,0,20,69,0,10,2,73,7,3,2,1,3,13,7,0,73,-0.031161473,0.368784335,-0.173562333
5/18/2014,28,34,0,9,0,19,73,0,9,2,71,7,3,2,1,3,13,6,0,76,-0.02247191,0.541608815,0.166720032
5/25/2014,28,31,1,9,1,22,50,0,8,2,62,4,2,2,1,2,12,4,0,71,-0.025641026,0.478579093,0.2800462
6/1/2014,26,31,0,8,1,20,43,0,9,2,79,5,5,1,1,4,16,4,0,78,-0.159159159,-2.176928675,-0.196989108
6/8/2014,27,29,0,10,0,21,44,0,8,2,69,5,7,2,0,4,13,4,0,68,-0.099041534,-0.981264703,-0.534501367
6/15/2014,27,33,0,12,1,22,41,0,9,2,72,5,3,1,1,3,13,4,0,81,-0.109090909,-1.181134145,-0.965187107
6/22/2014,27,32,0,10,1,20,41,0,9,2,78,7,6,3,1,4,14,4,0,79,-0.159763314,-2.188944547,-1.632068017
6/29/2014,25,33,0,10,0,20,37,0,9,2,59,4,3,1,0,4,12,5,0,75,-0.090301003,-0.807426549,-1.289692486
7/6/2014,24,34,0,10,1,22,50,0,10,2,73,5,5,3,1,4,13,5,0,72,-0.083832335,-0.678772877,-1.21406953
7/13/2014,19,31,1,9,0,20,57,0,9,2,72,5,4,2,1,3,12,4,0,73,-0.086419753,-0.730233363,-1.101344334
7/20/2014,24,39,0,7,0,21,62,0,8,2,79,6,5,2,1,3,12,5,0,75,-0.071225071,-0.428030249,-0.661115759
7/27/2014,20,32,0,10,0,23,75,0,9,2,73,5,5,3,0,3,13,4,0,70,-0.014409222,0.701965544,-0.283767736
8/3/2014,22,31,0,9,0,22,87,0,9,2,65,5,3,2,0,4,14,4,0,74,0.031161473,1.608309359,0.288002823
8/3/2014,23,43,0,10,0,22,79,0,9,2,68,5,4,2,1,3,13,5,0,72,0.041551247,1.814948888,0.924298386
8/17/2014,21,47,0,10,0,22,81,0,10,2,79,8,6,1,0,5,10,4,0,76,0.010471204,1.196805931,1.330507431
8/24/2014,24,34,1,9,1,21,77,0,10,2,76,8,8,3,0,4,11,7,0,73,-0.029810298,0.395657507,1.253930421
8/31/2014,31,34,0,11,0,20,71,0,9,2,75,8,8,2,0,3,10,6,0,71,-0.013850416,0.713079501,1.030122956
9/7/2014,25,32,0,9,1,20,76,0,9,3,84,9,6,2,1,5,10,7,0,76,-0.066666667,-0.337369315,0.492043406
